up:/sensors.camera/1/view.transparent_trailer#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.transparent_trailer#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.underbody_forward#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.underbody_forward#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.underbody_forward#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.underbody_forward#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.zoomed_underbody_forward#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.zoomed_underbody_forward#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.zoomed_underbody_forward#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.zoomed_underbody_forward#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.underbody_rearward#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.underbody_rearward#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.underbody_rearward#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.underbody_rearward#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.zoomed_underbody_rearward#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.zoomed_underbody_rearward#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.zoomed_underbody_rearward#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.zoomed_underbody_rearward#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.front_underbody_forward_split#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.front_underbody_forward_split#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
up:/sensors.camera/1/view.front_underbody_forward_split#FrameInvalid,vehicle.sensors.camera.v1.FrameInvalid
up:/sensors.camera/1/view.front_underbody_forward_split#CapabilityInfo,vehicle.sensors.camera.v1.CapabilityInfo
up:/sensors.camera/1/view.forward_rearward_underbody_split#CameraFrame,vehicle.sensors.camera.v1.CameraFrame
up:/sensors.camera/1/view.forward_rearward_underbody_split#StreamStatus,vehicle.sensors.camera.v1.StreamStatus
